111111111 7 196257 196257 0 0 0 0 4194303
0 6 196257 196257 0 0 0 0 4194303
0 5 196257 196257 0 0 0 0 4194303
0 4 196257 196257 0 0 0 0 4194303
0 3 196257 196257 0 0 0 0 4194303
0 2 196257 196257 0 0 0 0 4194303
0 1 196258 196258 0 0 52 124 4194303
0 0 196258 196258 196258 196258 196082 196082 4194307
0 17 2097147 196258 196258 196258 196169 196258 2097147
0 16 196256 196256 134575 134575 134546 134604 2097147
0 15 196257 196257 61682 61682 61711 61653 2097147
0 14 196257 196257 0 0 0 0 2097147
0 13 196257 196257 0 0 0 0 2097147
0 12 196257 196257 0 0 0 0 2097147
0 11 196257 196257 0 0 0 0 2097147
0 10 196257 196257 0 0 0 0 2097147
0 9 196257 196257 0 0 0 0 2097147
0 26 2097138 196256 392512 196256 196210 392512 1048569
0 25 196255 196255 0 0 0 0 1048569
0 24 196255 196255 0 0 0 0 1048569
0 23 196255 196255 134574 134574 134566 134582 1048569
0 22 196256 196256 61681 61681 61689 61673 1048569
0 21 196256 196256 0 0 0 0 1048569
0 20 196256 196256 0 0 0 0 1048569
0 19 196256 196256 0 0 0 0 1048569
0 18 196256 196256 67288 67288 67280 67296 1048569
0 35 1572840 196254 588762 196254 196234 588762 524280
0 34 196252 196252 70089 70089 70085 70093 524280
0 33 196252 196252 126163 126163 126167 126159 524280
0 32 196253 196253 0 0 0 0 524280
0 31 196253 196253 134573 134573 134569 134577 524280
0 30 196253 196253 61680 61680 61684 61676 524280
0 29 196254 196254 2803 2803 2799 2807 524280
0 28 196254 196254 193451 193451 193455 193447 524280
0 27 196255 196255 0 0 0 0 524280
0 35 3 1 3 1 1 3 1
0 34 0 0 0 0 0 0 1
0 33 1 1 1 1 1 1 1
0 32 0 0 0 0 0 0 1
0 31 0 0 0 0 0 0 1
0 30 1 1 1 1 1 1 1
0 29 0 0 0 0 0 0 1
0 28 1 1 1 1 1 1 1
0 27 0 0 0 0 0 0 1
0 44 1048544 196251 785004 196251 196244 785004 262136
0 43 196246 196246 158415 158417 158418 158414 262136
0 42 196247 196247 168195 168193 168192 168196 262136
0 41 196248 196248 130365 130365 130365 130365 262136
0 40 196249 196249 130365 130365 130365 130365 262136
0 39 196249 196249 159819 159821 159822 159818 262136
0 38 196250 196250 166796 166794 166793 166797 262136
0 37 196251 196251 130367 130367 130367 130367 262136
0 36 196252 196252 130367 130367 130367 130367 262136
0 44 4 1 4 1 1 4 1
0 43 1 1 1 1 1 1 1
0 42 1 1 1 1 1 1 1
0 41 1 1 1 1 1 1 1
0 40 0 0 0 0 0 0 1
0 39 1 1 1 1 1 1 1
0 38 1 1 1 1 1 1 1
0 37 1 1 1 1 1 1 1
0 36 0 0 0 0 0 0 1
0 53 655320 196245 981225 326607 326604 981225 131064
0 52 196235 196235 315373 315376 315373 315376 131064
0 51 196237 196237 272633 272630 272633 272630 131064
0 50 196238 196238 314677 314680 314677 314680 131064
0 49 196240 196240 273338 273335 273338 273335 131064
0 48 196241 196241 313981 313984 313981 313984 131064
0 47 196243 196243 274043 274040 274043 274040 131064
0 46 196244 196244 313285 313288 313285 313288 131064
0 45 196246 196246 274748 274745 274748 274745 131064
0 53 5 2 10 4 4 10 1
0 52 2 2 4 4 4 4 1
0 51 1 1 2 2 2 2 1
0 50 2 2 4 4 4 4 1
0 49 1 1 2 2 2 2 1
0 48 2 2 4 4 4 4 1
0 47 1 1 2 2 2 2 1
0 46 2 2 4 4 4 4 1
0 45 1 1 2 2 2 2 1
0 62 393168 196233 1177398 587997 587996 1177398 65528
0 61 196213 196213 587586 587586 587586 587586 65528
0 60 196216 196216 587595 587595 587595 587595 65528
0 59 196219 196219 587604 587604 587604 587604 65528
0 58 196222 196222 587613 587613 587613 587613 65528
0 57 196225 196225 587622 587622 587622 587622 65528
0 56 196228 196228 587631 587631 587631 587631 65528
0 55 196231 196231 587640 587640 587640 587640 65528
0 54 196234 196234 587649 587649 587649 587649 65528
0 62 6 3 18 9 9 18 1
0 61 3 3 9 9 9 9 1
0 60 3 3 9 9 9 9 1
0 59 3 3 9 9 9 9 1
0 58 3 3 9 9 9 9 1
0 57 3 3 9 9 9 9 1
0 56 3 3 9 9 9 9 1
0 55 3 3 9 9 9 9 1
0 54 3 3 9 9 9 9 1
0 71 229320 196209 1373463 1175499 1175499 1373463 32760
0 70 196168 196168 1174908 1174908 1174908 1174908 32760
0 69 196174 196174 1174944 1174944 1174944 1174944 32760
0 68 196180 196180 1174980 1174980 1174980 1174980 32760
0 67 196186 196186 1175016 1175016 1175016 1175016 32760
0 66 196192 196192 1175046 1175046 1175046 1175046 32760
0 65 196198 196198 1175082 1175082 1175082 1175082 32760
0 64 196204 196204 1175118 1175118 1175118 1175118 32760
0 63 196210 196210 1175154 1175154 1175154 1175154 32760
0 71 7 6 42 36 36 42 1
0 70 6 6 36 36 36 36 1
0 69 6 6 36 36 36 36 1
0 68 6 6 36 36 36 36 1
0 67 6 6 36 36 36 36 1
0 66 6 6 36 36 36 36 1
0 65 6 6 36 36 36 36 1
0 64 6 6 36 36 36 36 1
0 63 6 6 36 36 36 36 1
0 80 131008 196162 1569296 2350094 2350094 1569296 16376
0 79 196078 196078 2348736 2348736 2348736 2348736 16376
0 78 196090 196090 2348880 2348880 2348880 2348880 16376
0 77 196102 196102 2349024 2349024 2349024 2349024 16376
0 76 196114 196114 2349168 2349168 2349168 2349168 16376
0 75 196126 196126 2349312 2349312 2349312 2349312 16376
0 74 196138 196138 2349456 2349456 2349456 2349456 16376
0 73 196150 196150 2349600 2349600 2349600 2349600 16376
0 72 196162 196162 2349744 2349744 2349744 2349744 16376
0 80 8 12 96 144 144 96 1
0 79 12 12 144 144 144 144 1
0 78 12 12 144 144 144 144 1
0 77 12 12 144 144 144 144 1
0 76 12 12 144 144 144 144 1
0 75 12 12 144 144 144 144 1
0 74 12 12 144 144 144 144 1
0 73 12 12 144 144 144 144 1
0 72 12 12 144 144 144 144 1
0 89 73656 196066 1764594 4697534 4697534 1764594 8184
0 88 195898 195898 4693363 4693362 4693362 4693363 8184
0 87 195922 195922 4693859 4693860 4693860 4693859 8184
0 86 195946 195946 4694304 4694304 4694304 4694304 8184
0 85 195970 195970 4694880 4694880 4694880 4694880 8184
0 84 195994 195994 4695456 4695456 4695456 4695456 8184
0 83 196018 196018 4696032 4696032 4696032 4696032 8184
0 82 196042 196042 4696608 4696608 4696608 4696608 8184
0 81 196066 196066 4697184 4697184 4697184 4697184 8184
0 89 9 24 216 576 576 216 1
0 88 24 24 576 576 576 576 1
0 87 24 24 576 576 576 576 1
0 86 24 24 576 576 576 576 1
0 85 24 24 576 576 576 576 1
0 84 24 24 576 576 576 576 1
0 83 24 24 576 576 576 576 1
0 82 24 24 576 576 576 576 1
0 81 24 24 576 576 576 576 1
0 98 40880 195874 1958740 9385502 9385502 1958740 4088
0 97 195539 195539 9369120 9369120 9369120 9369120 4088
0 96 195587 195587 9371424 9371424 9371424 9371424 4088
0 95 195635 195635 9373680 9373680 9373680 9373680 4088
0 94 195683 195683 9375984 9375984 9375984 9375984 4088
0 93 195731 195731 9378288 9378288 9378288 9378288 4088
0 92 195778 195778 9380544 9380544 9380544 9380544 4088
0 91 195826 195826 9382848 9382848 9382848 9382848 4088
0 90 195874 195874 9385267 9385267 9385267 9385267 4088
0 98 10 48 480 2304 2304 480 1
0 97 48 48 2304 2304 2304 2304 1
0 96 48 48 2304 2304 2304 2304 1
0 95 48 48 2304 2304 2304 2304 1
0 94 48 48 2304 2304 2304 2304 1
0 93 47 47 2256 2256 2256 2256 1
0 92 48 48 2304 2304 2304 2304 1
0 91 48 48 2304 2304 2304 2304 1
0 90 48 48 2304 2304 2304 2304 1
0 107 22440 195491 2150401 18733981 18733981 2150401 2040
0 106 194820 194820 18669533 18669533 18669533 18669533 2040
0 105 194916 194916 18678528 18678528 18678528 18678528 2040
0 104 195012 195012 18687744 18687744 18687744 18687744 2040
0 103 195108 195108 18696864 18696864 18696864 18696864 2040
0 102 195204 195204 18706080 18706080 18706080 18706080 2040
0 101 195299 195299 18715381 18715381 18715381 18715381 2040
